행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
서울특별시 은평구 신사제2동(1138063200),"19,208","19,208",872,"1,431","2,542","2,587","2,810","3,219","3,211","1,651",788,93,4
서울특별시 은평구 증산동(1138064000),"18,495","18,495","1,093","1,406","2,458","2,611","2,653","3,056","2,860","1,557",721,75,5
서울특별시 은평구 수색동(1138065000),"13,149","13,149",940,897,"1,626","2,062","1,817","2,303","1,963",973,498,68,2
서울특별시 은평구 진관동(1138069000),"54,782","54,782","3,531","7,196","6,751","6,162","9,527","8,976","6,876","3,696","1,821",240,6
서울특별시 서대문구 (1141000000),"308,338","308,338","18,317","22,733","49,042","44,831","45,087","48,950","41,195","23,382","13,105","1,639",57
서울특별시 서대문구 천연동(1141052000),"16,713","16,713","1,087","1,305","1,962","2,266","2,460","2,924","2,410","1,324",865,107,3
서울특별시 서대문구 북아현동(1141055500),"15,544","15,544","1,331","1,008","1,962","2,766","2,491","2,549","1,902",949,522,63,1
서울특별시 서대문구 충현동(1141056500),"19,816","19,816","1,088","1,262","3,075","3,363","2,856","3,139","2,740","1,394",767,125,7
서울특별시 서대문구 신촌동(1141058500),"20,409","20,409",528,972,"8,498","3,669","1,879","1,916","1,406",901,565,72,3
서울특별시 서대문구 연희동(1141061500),"34,320","34,320","1,342","2,168","7,600","5,432","4,518","4,972","4,096","2,512","1,449",222,9
서울특별시 서대문구 홍제제1동(1141062000),"24,850","24,850","1,522","1,830","3,123","3,561","3,699","4,189","3,667","1,999","1,131",126,3
서울특별시 서대문구 홍제제3동(1141064000),"17,739","17,739","1,028","1,139","2,231","2,496","2,363","3,055","2,698","1,626","1,002",99,2
서울특별시 서대문구 홍제제2동(1141065500),"13,254","13,254",651,907,"1,624","1,802","1,776","2,391","2,183","1,187",651,79,3
서울특별시 서대문구 홍은제1동(1141066000),"22,427","22,427","1,328","1,576","2,727","2,953","3,226","3,975","3,484","1,910","1,101",143,4
서울특별시 서대문구 홍은제2동(1141068500),"28,738","28,738","1,549","2,273","4,246","3,985","4,123","4,768","4,129","2,232","1,265",161,7
서울특별시 서대문구 남가좌제1동(1141069000),"16,711","16,711","2,016","1,796","1,605","2,231","3,418","2,389","1,732",935,518,70,1
서울특별시 서대문구 남가좌제2동(1141070000),"29,252","29,252","2,419","2,408","4,100","4,103","4,770","4,465","3,514","2,199","1,133",133,8
서울특별시 서대문구 북가좌제1동(1141071000),"17,749","17,749","1,195","1,914","1,927","2,138","3,047","3,030","2,347","1,365",708,75,3
서울특별시 서대문구 북가좌제2동(1141072000),"30,816","30,816","1,233","2,175","4,362","4,066","4,461","5,188","4,887","2,849","1,428",164,3
서울특별시 마포구 (1144000000),"365,287","365,287","21,365","27,276","59,823","63,404","57,865","55,446","42,144","23,434","12,752","1,719",59
서울특별시 마포구 아현동(1144055500),"27,976","27,976","2,864","2,035","3,157","5,437","4,930","4,159","3,133","1,363",787,106,5
서울특별시 마포구 공덕동(1144056500),"36,740","36,740","1,974","2,138","5,958","6,519","5,053","6,167","4,835","2,483","1,436",171,6
서울특별시 마포구 도화동(1144058500),"20,673","20,673","1,314","1,480","2,637","3,528","2,882","3,312","2,930","1,508",930,148,4
서울특별시 마포구 용강동(1144059000),"21,278","21,278","1,914","2,143","2,050","3,418","4,265","3,145","2,296","1,219",708,118,2
서울특별시 마포구 대흥동(1144060000),"14,480","14,480",583,844,"3,673","2,540","1,925","2,055","1,498",801,491,66,4
서울특별시 마포구 염리동(1144061000),"16,760","16,760","1,284","1,659","2,460","2,705","3,074","2,517","1,636",868,500,57,0
서울특별시 마포구 신수동(1144063000),"22,195","22,195","1,552","1,842","3,275","3,354","3,586","3,705","2,608","1,407",764,98,4
서울특별시 마포구 서강동(1144065500),"24,650","24,650","1,661","1,710","4,742","4,070","3,840","3,677","2,698","1,381",766,104,1
서울특별시 마포구 서교동(1144066000),"24,391","24,391",680,"1,079","6,096","5,409","3,480","3,054","2,205","1,460",789,137,2
서울특별시 마포구 합정동(1144068000),"16,569","16,569",688,779,"3,051","3,559","2,486","2,236","1,942","1,141",595,88,4
서울특별시 마포구 망원제1동(1144069000),"19,334","19,334",850,"1,104","3,096","3,654","3,013","2,882","2,420","1,495",740,80,0
서울특별시 마포구 망원제2동(1144070000),"18,170","18,170",902,"1,442","2,671","2,820","2,985","2,849","2,286","1,446",690,74,5
서울특별시 마포구 연남동(1144071000),"14,455","14,455",494,721,"2,990","2,976","2,145","1,926","1,633",924,565,78,3
서울특별시 마포구 성산제1동(1144072000),"18,626","18,626",744,"1,314","3,073","3,226","3,084","2,865","2,297","1,301",660,57,5
서울특별시 마포구 성산제2동(1144073000),"39,014","39,014","1,938","3,110","6,664","6,629","5,771","5,996","4,443","2,839","1,410",206,8
서울특별시 마포구 상암동(1144074000),"29,976","29,976","1,923","3,876","4,230","3,560","5,346","4,901","3,284","1,798",921,131,6
서울특별시 양천구 (1147000000),"438,848","438,848","26,421","48,086","53,866","53,735","73,544","74,934","62,385","31,386","12,565","1,868",58
서울특별시 양천구 목1동(1147051000),"30,245","30,245","2,453","5,051","3,046","2,788","6,482","5,043","3,219","1,494",584,82,3
서울특별시 양천구 목2동(1147052000),"29,119","29,119","1,385","2,285","4,373","5,187","4,360","4,708","4,109","1,844",758,109,1
서울특별시 양천구 목3동(1147053000),"21,426","21,426","1,105","1,362","3,128","3,879","3,050","3,406","3,239","1,515",635,103,4
서울특별시 양천구 목4동(1147054000),"24,635","24,635","1,056","3,067","3,778","2,722","4,033","4,841","2,898","1,527",628,83,2
서울특별시 양천구 목5동(1147055000),"40,547","40,547","2,934","7,174","4,027","3,486","8,428","6,824","4,685","2,066",735,186,2
서울특별시 양천구 신월1동(1147056000),"19,902","19,902",762,"1,174","2,435","2,569","2,801","3,527","3,852","2,000",681,96,5
서울특별시 양천구 신월2동(1147057000),"20,451","20,451","1,231","1,712","2,436","2,687","3,214","3,204","3,405","1,851",621,88,2
서울특별시 양천구 신월3동(1147058000),"14,625","14,625",710,961,"1,787","1,943","1,958","2,585","2,671","1,382",580,47,1
서울특별시 양천구 신월4동(1147059000),"17,576","17,576","1,167","1,589","1,971","2,069","2,913","2,775","2,871","1,519",617,79,6
서울특별시 양천구 신월5동(1147060000),"14,214","14,214",766,"1,144","1,905","1,980","2,124","2,359","2,262","1,152",463,58,1
서울특별시 양천구 신월6동(1147061000),"13,883","13,883","1,406","1,266","1,460","2,269","2,313","2,059","1,879",872,323,33,3
서울특별시 양천구 신월7동(1147061100),"18,837","18,837",805,"1,113","2,224","2,491","2,538","3,269","3,474","1,908",902,113,0
서울특별시 양천구 신정1동(1147062000),"19,836","19,836","1,556","2,885","2,151","1,806","3,801","3,436","2,394","1,185",516,104,2
서울특별시 양천구 신정2동(1147063000),"18,831","18,831","1,041","2,929","2,172","1,587","3,505","3,409","2,442","1,169",486,87,4
서울특별시 양천구 신정3동(1147064000),"50,164","50,164","3,341","5,514","6,101","6,022","8,128","8,939","6,865","3,581","1,450",213,10
서울특별시 양천구 신정4동(1147065000),"32,235","32,235","1,262","2,082","5,084","4,899","4,722","5,271","4,888","2,843","1,059",122,3
서울특별시 양천구 신정6동(1147067000),"23,985","23,985","1,798","3,530","2,719","2,507","4,453","4,258","2,917","1,251",451,97,4
서울특별시 양천구 신정7동(1147068000),"28,337","28,337","1,643","3,248","3,069","2,844","4,721","5,021","4,315","2,227","1,076",168,5
서울특별시 강서구 (1150000000),"567,883","567,883","32,737","42,672","81,574","97,326","87,653","83,115","80,501","42,174","17,403","2,651",77
서울특별시 강서구 염창동(1150051000),"41,348","41,348","3,549","4,427","5,377","7,209","7,406","6,030","4,501","1,983",767,98,1
서울특별시 강서구 등촌제1동(1150052000),"24,811","24,811","1,274","1,181","4,839","6,515","3,391","3,058","2,463","1,183",737,162,8
서울특별시 강서구 등촌제2동(1150053000),"19,574","19,574","1,022","1,402","2,840","3,289","2,863","3,086","2,978","1,468",530,95,1
서울특별시 강서구 등촌제3동(1150053500),"29,611","29,611","1,468","1,685","3,404","4,582","3,661","4,582","5,585","2,794","1,529",314,7
서울특별시 강서구 화곡제1동(1150054000),"51,765","51,765","2,187","2,266","9,348","10,683","7,361","7,141","7,172","4,000","1,414",189,4
서울특별시 강서구 화곡제2동(1150055000),"17,417","17,417",889,"1,297","2,479","2,694","2,849","2,773","2,525","1,382",473,55,1
서울특별시 강서구 화곡제3동(1150056000),"21,301","21,301","1,027","1,595","3,060","3,209","3,083","3,174","3,421","1,951",682,96,3
서울특별시 강서구 화곡제4동(1150057000),"19,987","19,987",878,"1,262","2,589","3,039","3,136","3,243","3,252","1,805",689,94,0
서울특별시 강서구 화곡본동(1150059000),"33,507","33,507","1,608","2,240","5,742","6,219","5,231","4,742","4,490","2,276",837,113,9
서울특별시 강서구 화곡제6동(1150059100),"24,992","24,992","1,042","1,491","4,411","4,517","3,468","3,733","3,757","1,786",683,101,3
서울특별시 강서구 화곡제8동(1150059300),"23,878","23,878",989,"1,449","3,748","3,885","3,656","3,587","3,563","2,155",765,78,3
서울특별시 강서구 가양제1동(1150060300),"34,094","34,094","1,423","1,749","7,878","8,921","4,532","4,113","3,565","1,267",562,79,5
서울특별시 강서구 가양제2동(1150060400),"13,673","13,673",451,409,"1,356","2,250","1,390","1,714","3,280","1,803",878,139,3
서울특별시 강서구 가양제3동(1150060500),"14,455","14,455",659,427,"1,359","2,966","1,781","1,956","2,725","1,709",764,105,4
서울특별시 강서구 발산제1동(1150061100),"35,922","35,922","2,502","4,929","4,312","3,806","6,602","5,985","4,338","2,339",959,146,4
서울특별시 강서구 우장산동(1150061500),"43,687","43,687","3,222","5,563","5,177","5,185","8,293","7,017","5,230","2,903",963,128,6
서울특별시 강서구 공항동(1150062000),"30,154","30,154","3,084","2,233","3,822","5,148","5,231","4,067","3,790","1,842",814,122,1
서울특별시 강서구 방화제1동(1150063000),"42,484","42,484","3,313","4,337","4,626","5,951","7,372","6,402","6,037","3,054","1,196",189,7
서울특별시 강서구 방화제2동(1150064000),"22,929","22,929","1,039","1,330","3,157","3,770","3,101","3,411","3,827","2,107","1,039",145,3
서울특별시 강서구 방화제3동(1150064100),"22,294","22,294","1,111","1,400","2,050","3,488","3,246","3,301","4,002","2,367","1,122",203,4
서울특별시 구로구 (1153000000),"395,099","395,099","23,627","28,583","52,330","61,471","59,604","61,641","58,668","33,452","14,024","1,648",51
서울특별시 구로구 신도림동(1153051000),"35,749","35,749","3,086","3,547","4,173","5,775","6,517","5,221","4,280","2,225",818,104,3
서울특별시 구로구 구로제1동(1153052000),"20,585","20,585","1,643","1,896","2,465","3,559","3,607","2,963","2,820","1,139",421,71,1
서울특별시 구로구 구로제2동(1153053000),"22,916","22,916",683,"1,242","2,973","2,738","2,905","4,311","4,141","2,577","1,228",112,6
서울특별시 구로구 구로제3동(1153054000),"23,397","23,397",995,"1,318","4,432","4,726","3,783","3,102","2,625","1,624",717,74,1
서울특별시 구로구 구로제4동(1153055000),"19,080","19,080",624,950,"2,643","2,774","2,514","3,214","3,139","2,093","1,042",87,0
서울특별시 구로구 구로제5동(1153056000),"29,360","29,360","1,551","1,449","5,077","5,652","4,006","4,397","3,964","2,229",905,129,1
서울특별시 구로구 가리봉동(1153059500),"8,961","8,961",190,239,"1,683","1,412",930,"1,609","1,621",855,367,51,4
서울특별시 구로구 고척제1동(1153072000),"25,962","25,962","1,639","1,876","3,413","4,815","3,613","3,960","3,740","2,019",779,107,1
서울특별시 구로구 고척제2동(1153073000),"26,029","26,029","1,351","2,103","3,198","3,008","3,776","4,683","4,207","2,447","1,127",124,5
서울특별시 구로구 개봉제1동(1153074000),"33,373","33,373","2,034","2,176","4,080","5,085","4,675","5,506","5,409","3,013","1,248",141,6
서울특별시 구로구 개봉제2동(1153075000),"30,131","30,131","1,726","2,097","3,446","3,958","4,529","4,735","5,212","3,113","1,177",133,5
서울특별시 구로구 개봉제3동(1153076000),"19,855","19,855",938,"1,327","2,292","2,524","2,952","3,406","3,576","1,961",791,87,1
서울특별시 구로구 오류제1동(1153077000),"22,633","22,633","1,006","1,136","4,082","4,543","2,995","3,024","3,049","1,836",859,100,3
서울특별시 구로구 오류제2동(1153078000),"37,745","37,745","2,365","3,981","4,247","4,715","6,107","5,905","5,364","3,421","1,443",191,6
서울특별시 구로구 수궁동(1153079000),"22,915","22,915","1,217","1,833","2,727","3,002","3,465","3,795","3,826","2,101",848,97,4
서울특별시 구로구 항동(1153080000),"16,408","16,408","2,579","1,413","1,399","3,185","3,230","1,810","1,695",799,254,40,4
서울특별시 금천구 (1154500000),"229,328","229,328","10,411","13,260","36,029","37,724","30,243","37,936","36,049","18,628","8,065",952,31
서울특별시 금천구 가산동(1154551000),"24,472","24,472",606,633,"6,979","6,390","2,768","2,739","2,597","1,225",483,50,2
서울특별시 금천구 독산제1동(1154561000),"46,237","46,237","3,047","2,354","8,239","10,049","6,655","6,385","5,510","2,675","1,192",127,4
서울특별시 금천구 독산제2동(1154562000),"18,060","18,060",701,"1,046","2,505","2,542","2,223","3,457","3,286","1,598",627,71,4
서울특별시 금천구 독산제3동(1154563000),"23,935","23,935",808,"1,140","3,782","3,730","2,896","4,311","4,241","2,031",872,121,3
서울특별시 금천구 독산제4동(1154564000),"14,829","14,829",527,829,"2,038","2,065","1,803","2,959","2,659","1,387",500,61,1
서울특별시 금천구 시흥제1동(1154567000),"32,326","32,326","1,478","2,031","4,459","4,780","4,481","5,575","5,246","2,858","1,247",164,7
서울특별시 금천구 시흥제2동(1154568000),"20,634","20,634","1,213","2,008","2,149","2,213","3,095","3,631","3,530","1,826",855,109,5
서울특별시 금천구 시흥제3동(1154569000),"10,435","10,435",437,632,"1,226","1,355","1,335","1,851","1,986","1,078",491,43,1
서울특별시 금천구 시흥제4동(1154570000),"19,833","19,833",840,"1,335","2,425","2,452","2,574","3,654","3,711","1,966",787,87,2
서울특별시 금천구 시흥제5동(1154571000),"18,567","18,567",754,"1,252","2,227","2,148","2,413","3,374","3,283","1,984","1,011",119,2
서울특별시 영등포구 (1156000000),"376,423","376,423","23,030","23,494","57,872","70,187","54,752","55,363","49,067","27,591","13,327","1,691",49
서울특별시 영등포구 영등포본동(1156051500),"20,922","20,922","1,216","1,135","2,782","3,208","2,857","3,545","3,391","1,845",841,98,4
서울특별시 영등포구 영등포동(1156053500),"30,293","30,293","1,132",840,"7,953","8,328","3,580","3,353","2,962","1,427",615,102,1
서울특별시 영등포구 여의동(1156054000),"32,500","32,500","2,359","2,963","3,487","4,575","5,222","5,141","4,276","2,652","1,571",248,6
서울특별시 영등포구 당산제1동(1156055000),"20,826","20,826",993,926,"3,680","4,646","2,756","2,870","2,682","1,466",713,92,2
서울특별시 영등포구 당산제2동(1156056000),"36,745","36,745","2,448","2,347","6,885","8,148","5,202","4,642","3,843","2,095",994,136,5
서울특별시 영등포구 도림동(1156058500),"17,726","17,726",853,847,"2,627","3,220","2,500","2,892","2,514","1,458",727,86,2
서울특별시 영등포구 문래동(1156060500),"32,202","32,202","2,977","2,997","3,492","5,641","5,972","4,437","3,465","2,103",989,124,5
서울특별시 영등포구 양평제1동(1156061000),"18,299","18,299","1,233","1,013","2,994","4,544","2,997","2,137","1,717","1,071",531,61,1
서울특별시 영등포구 양평제2동(1156062000),"22,451","22,451","1,513","1,426","3,660","5,461","3,315","3,012","2,327","1,132",524,79,2
서울특별시 영등포구 신길제1동(1156063000),"19,426","19,426",738,905,"3,707","3,580","2,540","2,885","2,612","1,537",819,100,3
서울특별시 영등포구 신길제3동(1156065000),"16,272","16,272","1,046","1,048","1,987","2,467","2,357","2,692","2,567","1,374",667,61,6
서울특별시 영등포구 신길제4동(1156066000),"12,334","12,334",793,825,"1,448","1,832","1,848","2,019","2,006","1,025",488,49,1
서울특별시 영등포구 신길제5동(1156067000),"10,172","10,172",694,738,"1,128","1,385","1,541","1,659","1,689",908,384,46,0
서울특별시 영등포구 신길제6동(1156068000),"18,635","18,635","1,015","1,144","2,944","3,083","2,550","2,868","2,752","1,502",690,86,1
서울특별시 영등포구 신길제7동(1156069000),"19,808","19,808","1,943","1,775","2,457","3,264","3,368","2,972","2,280","1,157",521,70,1
